Symbol,Period,Metric,Value
AAPL,2011-12,Investments,87291
AAPL,2011-12,Total Debt,0
AAPL,2011-12,Cash and Short Term Investments,30156
AAPL,2011-09,Cash and Equivalents,9815
AAPL,2011-09,Investments Current,16137
AAPL,2011-09,Trade and Non-Trade Receivables,11717
AAPL,2011-09,Inventory,776
AAPL,2011-09,Current Assets,44988
AAPL,2011-09,Property, Plant & Equipment Net,7777
AAPL,2011-09,Goodwill and Intangible Assets,4432
AAPL,2011-09,Investments Non-Current,55618
AAPL,2011-09,Tax Assets,2014
AAPL,2011-09,Assets Non-Current,71383
AAPL,2011-09,Total Assets,116371
AAPL,2011-09,Trade and Non-Trade Payables,14632
AAPL,2011-09,Debt Current,0
AAPL,2011-09,Current Liabilities,27970
AAPL,2011-09,Debt Non-Current,0
AAPL,2011-09,Deferred Revenue,5777
AAPL,2011-09,Tax Liabilities,0
AAPL,2011-09,Deposit Liabilities,0
AAPL,2011-09,Liabilities Non-Current,11786
AAPL,2011-09,Total Liabilities,39756
AAPL,2011-09,Accumulated Other Comprehensive Income,443
AAPL,2011-09,Accumulated Retained Earnings (Deficit),62841
AAPL,2011-09,Shareholders Equity,76615
AAPL,2011-09,Investments,71755
AAPL,2011-09,Total Debt,0
AAPL,2011-09,Cash and Short Term Investments,25952
AAPL,2011-06,Cash and Equivalents,12091
AAPL,2011-06,Investments Current,16304
AAPL,2011-06,Trade and Non-Trade Receivables,11471
AAPL,2011-06,Inventory,889
AAPL,2011-06,Current Assets,46898
AAPL,2011-06,Property, Plant & Equipment Net,6749
AAPL,2011-06,Goodwill and Intangible Assets,1910
AAPL,2011-06,Investments Non-Current,47761
AAPL,2011-06,Tax Assets,1892
AAPL,2011-06,Assets Non-Current,59860
AAPL,2011-06,Total Assets,106758
AAPL,2011-06,Trade and Non-Trade Payables,15270
AAPL,2011-06,Debt Current,0
AAPL,2011-06,Current Liabilities,26859
AAPL,2011-06,Debt Non-Current,0
AAPL,2011-06,Deferred Revenue,5399
AAPL,2011-06,Tax Liabilities,0
AAPL,2011-06,Deposit Liabilities,0
AAPL,2011-06,Liabilities Non-Current,10556
AAPL,2011-06,Total Liabilities,37415
AAPL,2011-06,Accumulated Other Comprehensive Income,389
AAPL,2011-06,Accumulated Retained Earnings (Deficit),56239
AAPL,2011-06,Shareholders Equity,69343
AAPL,2011-06,Investments,64065
AAPL,2011-06,Total Debt,0
AAPL,2011-06,Cash and Short Term Investments,28395
AAPL,2011-03,Cash and Equivalents,15978
AAPL,2011-03,Investments Current,13256
AAPL,2011-03,Trade and Non-Trade Receivables,11095
AAPL,2011-03,Inventory,930
AAPL,2011-03,Current Assets,46997
AAPL,2011-03,Property, Plant & Equipment Net,6241
AAPL,2011-03,Goodwill and Intangible Assets,1248
AAPL,2011-03,Investments Non-Current,36533
AAPL,2011-03,Tax Assets,1683
AAPL,2011-03,Assets Non-Current,47907
AAPL,2011-03,Total Assets,94904
AAPL,2011-03,Trade and Non-Trade Payables,13714
AAPL,2011-03,Debt Current,0
AAPL,2011-03,Current Liabilities,24327
AAPL,2011-03,Debt Non-Current,0
AAPL,2011-03,Deferred Revenue,4821
AAPL,2011-03,Tax Liabilities,0
AAPL,2011-03,Deposit Liabilities,0
AAPL,2011-03,Liabilities Non-Current,9100
AAPL,2011-03,Total Liabilities,33427
AAPL,2011-03,Accumulated Other Comprehensive Income,126
AAPL,2011-03,Accumulated Retained Earnings (Deficit),49025
AAPL,2011-03,Shareholders Equity,61477
AAPL,2011-03,Investments,49789
AAPL,2011-03,Total Debt,0
AAPL,2011-03,Cash and Short Term Investments,29234
AAPL,2010-12,Cash and Equivalents,10734
AAPL,2010-12,Investments Current,16243
AAPL,2010-12,Trade and Non-Trade Receivables,10874
AAPL,2010-12,Inventory,885
AAPL,2010-12,Current Assets,43927
AAPL,2010-12,Property, Plant & Equipment Net,5868
AAPL,2010-12,Goodwill and Intangible Assets,1263
AAPL,2010-12,Investments Non-Current,32730
AAPL,2010-12,Tax Assets,1724
AAPL,2010-12,Assets Non-Current,42815
AAPL,2010-12,Total Assets,86742
AAPL,2010-12,Trade and Non-Trade Payables,14301
AAPL,2010-12,Debt Current,0
AAPL,2010-12,Current Liabilities,23795
AAPL,2010-12,Debt Non-Current,0
AAPL,2010-12,Deferred Revenue,4757
AAPL,2010-12,Tax Liabilities,0
AAPL,2010-12,Deposit Liabilities,0
AAPL,2010-12,Liabilities Non-Current,8281
AAPL,2010-12,Total Liabilities,32076
AAPL,2010-12,Accumulated Other Comprehensive Income,114
AAPL,2010-12,Accumulated Retained Earnings (Deficit),43050
AAPL,2010-12,Shareholders Equity,54666
AAPL,2010-12,Investments,48973
AAPL,2010-12,Total Debt,0
AAPL,2010-12,Cash and Short Term Investments,26977
AAPL,2010-09,Cash and Equivalents,11261
AAPL,2010-09,Investments Current,14359
AAPL,2010-09,Trade and Non-Trade Receivables,9924
AAPL,2010-09,Inventory,1051
AAPL,2010-09,Current Assets,41678
AAPL,2010-09,Property, Plant & Equipment Net,4768
AAPL,2010-09,Goodwill and Intangible Assets,1083
AAPL,2010-09,Investments Non-Current,25391
AAPL,2010-09,Tax Assets,1636
AAPL,2010-09,Assets Non-Current,33505
AAPL,2010-09,Total Assets,75183
AAPL,2010-09,Trade and Non-Trade Payables,12015
AAPL,2010-09,Debt Current,0
AAPL,2010-09,Current Liabilities,20722
AAPL,2010-09,Debt Non-Current,0
AAPL,2010-09,Deferred Revenue,4123
AAPL,2010-09,Tax Liabilities,0
AAPL,2010-09,Deposit Liabilities,0
AAPL,2010-09,Liabilities Non-Current,6670
AAPL,2010-09,Total Liabilities,27392
AAPL,2010-09,Accumulated Other Comprehensive Income,-46
AAPL,2010-09,Accumulated Retained Earnings (Deficit),37169
AAPL,2010-09,Shareholders Equity,47791
AAPL,2010-09,Investments,39750
AAPL,2010-09,Total Debt,0
AAPL,2010-09,Cash and Short Term Investments,25620
AAPL,2010-06,Cash and Equivalents,9705
AAPL,2010-06,Investments Current,14583
AAPL,2010-06,Trade and Non-Trade Receivables,6399
AAPL,2010-06,Inventory,942
AAPL,2010-06,Current Assets,36033
AAPL,2010-06,Property, Plant & Equipment Net,3990
AAPL,2010-06,Goodwill and Intangible Assets,1032
AAPL,2010-06,Investments Non-Current,21551
AAPL,2010-06,Tax Assets,1216
AAPL,2010-06,Assets Non-Current,28692
AAPL,2010-06,Total Assets,64725
AAPL,2010-06,Trade and Non-Trade Payables,8469
AAPL,2010-06,Debt Current,0
AAPL,2010-06,Current Liabilities,15612
AAPL,2010-06,Debt Non-Current,0
AAPL,2010-06,Deferred Revenue,3712
AAPL,2010-06,Tax Liabilities,0
AAPL,2010-06,Deposit Liabilities,0
AAPL,2010-06,Liabilities Non-Current,6002
AAPL,2010-06,Total Liabilities,21614
AAPL,2010-06,Accumulated Other Comprehensive Income,108
AAPL,2010-06,Accumulated Retained Earnings (Deficit),32870
AAPL,2010-06,Shareholders Equity,43111
AAPL,2010-06,Investments,36134
AAPL,2010-06,Total Debt,0
AAPL,2010-06,Cash and Short Term Investments,24288
AAPL,2010-03,Cash and Equivalents,10018
AAPL,2010-03,Investments Current,13137
AAPL,2010-03,Trade and Non-Trade Receivables,2886
AAPL,2010-03,Inventory,638
AAPL,2010-03,Current Assets,32336
AAPL,2010-03,Property, Plant & Equipment Net,3504
AAPL,2010-03,Goodwill and Intangible Assets,743
AAPL,2010-03,Investments Non-Current,18549
AAPL,2010-03,Tax Assets,1142
AAPL,2010-03,Assets Non-Current,24721
AAPL,2010-03,Total Assets,57057
AAPL,2010-03,Trade and Non-Trade Payables,5666
AAPL,2010-03,Debt Current,0
AAPL,2010-03,Current Liabilities,12229
AAPL,2010-03,Debt Non-Current,0
AAPL,2010-03,Deferred Revenue,3483
AAPL,2010-03,Tax Liabilities,0
AAPL,2010-03,Deposit Liabilities,0
AAPL,2010-03,Liabilities Non-Current,5480
AAPL,2010-03,Total Liabilities,17709
AAPL,2010-03,Accumulated Other Comprehensive Income,125
AAPL,2010-03,Accumulated Retained Earnings (Deficit),29670
AAPL,2010-03,Shareholders Equity,39348
AAPL,2010-03,Investments,31686
AAPL,2010-03,Total Debt,0
AAPL,2010-03,Cash and Short Term Investments,23155
AAPL,2009-12,Cash and Equivalents,7609
AAPL,2009-12,Investments Current,17187
AAPL,2009-12,Trade and Non-Trade Receivables,3090
AAPL,2009-12,Inventory,576
AAPL,2009-12,Current Assets,33332
AAPL,2009-12,Property, Plant & Equipment Net,3115
AAPL,2009-12,Goodwill and Intangible Assets,494
AAPL,2009-12,Investments Non-Current,15024
AAPL,2009-12,Tax Assets,1180
AAPL,2009-12,Assets Non-Current,20594
AAPL,2009-12,Total Assets,53926
AAPL,2009-12,Trade and Non-Trade Payables,6511
AAPL,2009-12,Debt Current,0
AAPL,2009-12,Current Liabilities,13097
AAPL,2009-12,Debt Non-Current,0
AAPL,2009-12,Deferred Revenue,3512
AAPL,2009-12,Tax Liabilities,0
AAPL,2009-12,Deposit Liabilities,0
AAPL,2009-12,Liabilities Non-Current,5061
AAPL,2009-12,Total Liabilities,18158
AAPL,2009-12,Accumulated Other Comprehensive Income,111
AAPL,2009-12,Accumulated Retained Earnings (Deficit),26695
AAPL,2009-12,Shareholders Equity,35768
AAPL,2009-12,Investments,32211
AAPL,2009-12,Total Debt,0
AAPL,2009-12,Cash and Short Term Investments,24796
AAPL,2009-09,Cash and Equivalents,5263
AAPL,2009-09,Investments Current,18201
AAPL,2009-09,Trade and Non-Trade Receivables,5057
AAPL,2009-09,Inventory,455
AAPL,2009-09,Current Assets,31555
AAPL,2009-09,Property, Plant & Equipment Net,2954
AAPL,2009-09,Goodwill and Intangible Assets,453
AAPL,2009-09,Investments Non-Current,10528
AAPL,2009-09,Tax Assets,1135
AAPL,2009-09,Assets Non-Current,15946
AAPL,2009-09,Total Assets,47501
AAPL,2009-09,Trade and Non-Trade Payables,5601
AAPL,2009-09,Debt Current,0
AAPL,2009-09,Current Liabilities,11506
AAPL,2009-09,Debt Non-Current,0
AAPL,2009-09,Deferred Revenue,2906
AAPL,2009-09,Tax Liabilities,0
AAPL,2009-09,Deposit Liabilities,0
AAPL,2009-09,Liabilities Non-Current,4355
AAPL,2009-09,Total Liabilities,15861
AAPL,2009-09,Accumulated Other Comprehensive Income,77
AAPL,2009-09,Accumulated Retained Earnings (Deficit),23353
AAPL,2009-09,Shareholders Equity,31640
AAPL,2009-09,Investments,28729
AAPL,2009-09,Total Debt,0
AAPL,2009-09,Cash and Short Term Investments,23464
AAPL,2009-06,Cash and Equivalents,5605
AAPL,2009-06,Investments Current,18617
AAPL,2009-06,Trade and Non-Trade Receivables,2686
AAPL,2009-06,Inventory,380
AAPL,2009-06,Current Assets,35170
AAPL,2009-06,Property, Plant & Equipment Net,2653
AAPL,2009-06,Goodwill and Intangible Assets,466
AAPL,2009-06,Investments Non-Current,6899
AAPL,2009-06,Tax Assets,1731
AAPL,2009-06,Assets Non-Current,12970
AAPL,2009-06,Total Assets,48140
AAPL,2009-06,Trade and Non-Trade Payables,4854
AAPL,2009-06,Debt Current,0
AAPL,2009-06,Current Liabilities,16661
AAPL,2009-06,Debt Non-Current,0
AAPL,2009-06,Deferred Revenue,12136
AAPL,2009-06,Tax Liabilities,0
AAPL,2009-06,Deposit Liabilities,0
AAPL,2009-06,Liabilities Non-Current,5591
AAPL,2009-06,Total Liabilities,22252
AAPL,2009-06,Accumulated Other Comprehensive Income,53
AAPL,2009-06,Accumulated Retained Earnings (Deficit),17878
AAPL,2009-06,Shareholders Equity,25888
AAPL,2009-06,Investments,25516
AAPL,2009-06,Total Debt,0
AAPL,2009-06,Cash and Short Term Investments,24222
AAPL,2009-03,Cash and Equivalents,4466
AAPL,2009-03,Investments Current,20547
AAPL,2009-03,Trade and Non-Trade Receivables,1932
AAPL,2009-03,Inventory,312
AAPL,2009-03,Current Assets,33853
AAPL,2009-03,Property, Plant & Equipment Net,2546
AAPL,2009-03,Goodwill and Intangible Assets,475
AAPL,2009-03,Investments Non-Current,3865
AAPL,2009-03,Tax Assets,1539
AAPL,2009-03,Assets Non-Current,9384
AAPL,2009-03,Total Assets,43237
AAPL,2009-03,Trade and Non-Trade Payables,3976
AAPL,2009-03,Debt Current,0
AAPL,2009-03,Current Liabilities,13751
AAPL,2009-03,Debt Non-Current,0
AAPL,2009-03,Deferred Revenue,10474
AAPL,2009-03,Tax Liabilities,0
AAPL,2009-03,Deposit Liabilities,0
AAPL,2009-03,Liabilities Non-Current,5175
AAPL,2009-03,Total Liabilities,18926
AAPL,2009-03,Accumulated Other Comprehensive Income,15
AAPL,2009-03,Accumulated Retained Earnings (Deficit),16653
AAPL,2009-03,Shareholders Equity,24311
AAPL,2009-03,Investments,24412
AAPL,2009-03,Total Debt,0
AAPL,2009-03,Cash and Short Term Investments,25013
AAPL,2008-12,Cash and Equivalents,7236
AAPL,2008-12,Investments Current,18411
AAPL,2008-12,Trade and Non-Trade Receivables,2196
AAPL,2008-12,Inventory,396
AAPL,2008-12,Current Assets,35163
AAPL,2008-12,Property, Plant & Equipment Net,2580
AAPL,2008-12,Goodwill and Intangible Assets,484
AAPL,2008-12,Investments Non-Current,2498
AAPL,2008-12,Tax Assets,1613
AAPL,2008-12,Assets Non-Current,7624
AAPL,2008-12,Total Assets,42787
AAPL,2008-12,Trade and Non-Trade Payables,4715
AAPL,2008-12,Debt Current,0
AAPL,2008-12,Current Liabilities,14757
AAPL,2008-12,Debt Non-Current,0
AAPL,2008-12,Deferred Revenue,9675
AAPL,2008-12,Tax Liabilities,0
AAPL,2008-12,Deposit Liabilities,0
AAPL,2008-12,Liabilities Non-Current,5121
AAPL,2008-12,Total Liabilities,19878
AAPL,2008-12,Accumulated Other Comprehensive Income,69
AAPL,2008-12,Accumulated Retained Earnings (Deficit),15448
AAPL,2008-12,Shareholders Equity,22909
AAPL,2008-12,Investments,20909
AAPL,2008-12,Total Debt,0
AAPL,2008-12,Cash and Short Term Investments,25647
AAPL,2008-09,Cash and Equivalents,11875
AAPL,2008-09,Investments Current,10236
AAPL,2008-09,Trade and Non-Trade Receivables,2422
AAPL,2008-09,Inventory,509
AAPL,2008-09,Current Assets,30006
AAPL,2008-09,Property, Plant & Equipment Net,2455
AAPL,2008-09,Goodwill and Intangible Assets,492
AAPL,2008-09,Investments Non-Current,2379
AAPL,2008-09,Tax Assets,1044
AAPL,2008-09,Assets Non-Current,6165
AAPL,2008-09,Total Assets,36171
AAPL,2008-09,Trade and Non-Trade Payables,5520
AAPL,2008-09,Debt Current,0
AAPL,2008-09,Current Liabilities,11361
AAPL,2008-09,Debt Non-Current,0
AAPL,2008-09,Deferred Revenue,2385
AAPL,2008-09,Tax Liabilities,0
AAPL,2008-09,Deposit Liabilities,0
AAPL,2008-09,Liabilities Non-Current,2513
AAPL,2008-09,Total Liabilities,13874
AAPL,2008-09,Accumulated Other Comprehensive Income,-9
AAPL,2008-09,Accumulated Retained Earnings (Deficit),15129
AAPL,2008-09,Shareholders Equity,22297
AAPL,2008-09,Investments,12615
AAPL,2008-09,Total Debt,0
AAPL,2008-09,Cash and Short Term Investments,22111
AAPL,2008-06,Cash and Equivalents,9373
AAPL,2008-06,Investments Current,11401
AAPL,2008-06,Trade and Non-Trade Receivables,1603
AAPL,2008-06,Inventory,545
AAPL,2008-06,Current Assets,27998
AAPL,2008-06,Property, Plant & Equipment Net,2177
AAPL,2008-06,Goodwill and Intangible Assets,329
AAPL,2008-06,Investments Non-Current,0
AAPL,2008-06,Tax Assets,1131
AAPL,2008-06,Assets Non-Current,3711
AAPL,2008-06,Total Assets,31709
AAPL,2008-06,Trade and Non-Trade Payables,3683
AAPL,2008-06,Debt Current,0
AAPL,2008-06,Current Liabilities,9218
AAPL,2008-06,Debt Non-Current,0
AAPL,2008-06,Deferred Revenue,0
AAPL,2008-06,Tax Liabilities,0
AAPL,2008-06,Deposit Liabilities,0
AAPL,2008-06,Liabilities Non-Current,2869
AAPL,2008-06,Total Liabilities,12087
AAPL,2008-06,Accumulated Other Comprehensive Income,77
AAPL,2008-06,Accumulated Retained Earnings (Deficit),12714
AAPL,2008-06,Shareholders Equity,19622
AAPL,2008-06,Investments,11401
AAPL,2008-06,Total Debt,0
AAPL,2008-06,Cash and Short Term Investments,20774
AAPL,2008-03,Cash and Equivalents,9070
AAPL,2008-03,Investments Current,10378
AAPL,2008-03,Trade and Non-Trade Receivables,1593
AAPL,2008-03,Inventory,364
AAPL,2008-03,Current Assets,26736
AAPL,2008-03,Property, Plant & Equipment Net,1962
AAPL,2008-03,Goodwill and Intangible Assets,338
AAPL,2008-03,Investments Non-Current,0
AAPL,2008-03,Tax Assets,1060
AAPL,2008-03,Assets Non-Current,3735
AAPL,2008-03,Total Assets,30471
AAPL,2008-03,Trade and Non-Trade Payables,4154
AAPL,2008-03,Debt Current,0
AAPL,2008-03,Current Liabilities,9634
AAPL,2008-03,Debt Non-Current,0
AAPL,2008-03,Deferred Revenue,0
AAPL,2008-03,Tax Liabilities,0
AAPL,2008-03,Deposit Liabilities,0
AAPL,2008-03,Liabilities Non-Current,2784
AAPL,2008-03,Total Liabilities,12418
AAPL,2008-03,Accumulated Other Comprehensive Income,69
AAPL,2008-03,Accumulated Retained Earnings (Deficit),11642
AAPL,2008-03,Shareholders Equity,18053
AAPL,2008-03,Investments,10378
AAPL,2008-03,Total Debt,0
AAPL,2008-03,Cash and Short Term Investments,19448
AAPL,2007-12,Cash and Equivalents,9162
AAPL,2007-12,Investments Current,9286
AAPL,2007-12,Trade and Non-Trade Receivables,1939
AAPL,2007-12,Inventory,459
AAPL,2007-12,Current Assets,26189
AAPL,2007-12,Property, Plant & Equipment Net,1870
AAPL,2007-12,Goodwill and Intangible Assets,349
AAPL,2007-12,Investments Non-Current,0
AAPL,2007-12,Tax Assets,993
AAPL,2007-12,Assets Non-Current,3850
AAPL,2007-12,Total Assets,30039
AAPL,2007-12,Trade and Non-Trade Payables,5366
AAPL,2007-12,Debt Current,0
AAPL,2007-12,Current Liabilities,10535
AAPL,2007-12,Debt Non-Current,0
AAPL,2007-12,Deferred Revenue,0
AAPL,2007-12,Tax Liabilities,0
AAPL,2007-12,Deposit Liabilities,0
AAPL,2007-12,Liabilities Non-Current,2700
AAPL,2007-12,Total Liabilities,13235
AAPL,2007-12,Accumulated Other Comprehensive Income,74
AAPL,2007-12,Accumulated Retained Earnings (Deficit),10684
AAPL,2007-12,Shareholders Equity,16804
AAPL,2007-12,Investments,9286
AAPL,2007-12,Total Debt,0
AAPL,2007-12,Cash and Short Term Investments,18448
AAPL,2017-09,Depreciation & Amortization ,2484
AAPL,2017-09,Share Based Compensation,1174
AAPL,2017-09,Operating Cash Flow,15656
AAPL,2017-09,Capital Expenditure,-3865
AAPL,2017-09,Net Cash Flow - Business Acquisitions and Disposals,-216
AAPL,2017-09,Net Cash Flow - Investment Acquisitions and Disposals,-5768
AAPL,2017-09,Investing Cash Flow,-9942
AAPL,2017-09,Issuance (Repayment) of Debt Securities ,6923
AAPL,2017-09,Issuance (Purchase) of Equity Shares,-7514
AAPL,2017-09,Payment of Dividends & Other Cash Distributions   ,-3270
AAPL,2017-09,Financing Cash Flow,-3996
AAPL,2017-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2017-09,Net Cash Flow / Change in Cash & Cash Equivalents,1718
AAPL,2017-09,Free Cash Flow,11791
AAPL,2017-07,Depreciation & Amortization ,2354
AAPL,2017-07,Share Based Compensation,1193
AAPL,2017-07,Operating Cash Flow,8363
AAPL,2017-07,Capital Expenditure,-2277
AAPL,2017-07,Net Cash Flow - Business Acquisitions and Disposals,-264
AAPL,2017-07,Net Cash Flow - Investment Acquisitions and Disposals,-836
AAPL,2017-07,Investing Cash Flow,-3180
AAPL,2017-07,Issuance (Repayment) of Debt Securities ,9237
AAPL,2017-07,Issuance (Purchase) of Equity Shares,-7092
AAPL,2017-07,Payment of Dividends & Other Cash Distributions   ,-3365
AAPL,2017-07,Financing Cash Flow,-1769
AAPL,2017-07,Effect of Exchange Rate Changes on Cash ,0
AAPL,2017-07,Net Cash Flow / Change in Cash & Cash Equivalents,3414
AAPL,2017-07,Free Cash Flow,6086
AAPL,2017-04,Depreciation & Amortization ,2332
AAPL,2017-04,Share Based Compensation,1217
AAPL,2017-04,Operating Cash Flow,12523
AAPL,2017-04,Capital Expenditure,-2975
AAPL,2017-04,Net Cash Flow - Business Acquisitions and Disposals,-90
AAPL,2017-04,Net Cash Flow - Investment Acquisitions and Disposals,-11357
AAPL,2017-04,Investing Cash Flow,-14202
AAPL,2017-04,Issuance (Repayment) of Debt Securities ,10469
AAPL,2017-04,Issuance (Purchase) of Equity Shares,-6888
AAPL,2017-04,Payment of Dividends & Other Cash Distributions   ,-3004
AAPL,2017-04,Financing Cash Flow,465
AAPL,2017-04,Effect of Exchange Rate Changes on Cash ,0
AAPL,2017-04,Net Cash Flow / Change in Cash & Cash Equivalents,-1214
AAPL,2017-04,Free Cash Flow,9548
AAPL,2016-12,Depreciation & Amortization ,2987
AAPL,2016-12,Share Based Compensation,1256
AAPL,2016-12,Operating Cash Flow,27056
AAPL,2016-12,Capital Expenditure,-3334
AAPL,2016-12,Net Cash Flow - Business Acquisitions and Disposals,-103
AAPL,2016-12,Net Cash Flow - Investment Acquisitions and Disposals,-15581
AAPL,2016-12,Investing Cash Flow,-19122
AAPL,2016-12,Issuance (Repayment) of Debt Securities ,2385
AAPL,2016-12,Issuance (Purchase) of Equity Shares,-10851
AAPL,2016-12,Payment of Dividends & Other Cash Distributions   ,-3130
AAPL,2016-12,Financing Cash Flow,-12047
AAPL,2016-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2016-12,Net Cash Flow / Change in Cash & Cash Equivalents,-4113
AAPL,2016-12,Free Cash Flow,23722
AAPL,2016-09,Depreciation & Amortization ,2548
AAPL,2016-09,Share Based Compensation,1030
AAPL,2016-09,Operating Cash Flow,16126
AAPL,2016-09,Capital Expenditure,-3977
AAPL,2016-09,Net Cash Flow - Business Acquisitions and Disposals,-212
AAPL,2016-09,Net Cash Flow - Investment Acquisitions and Disposals,-3419
AAPL,2016-09,Investing Cash Flow,-7397
AAPL,2016-09,Issuance (Repayment) of Debt Securities ,2581
AAPL,2016-09,Issuance (Purchase) of Equity Shares,-5778
AAPL,2016-09,Payment of Dividends & Other Cash Distributions   ,-3092
AAPL,2016-09,Financing Cash Flow,-6482
AAPL,2016-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2016-09,Net Cash Flow / Change in Cash & Cash Equivalents,2247
AAPL,2016-09,Free Cash Flow,12149
AAPL,2016-06,Depreciation & Amortization ,2526
AAPL,2016-06,Share Based Compensation,1054
AAPL,2016-06,Operating Cash Flow,10634
AAPL,2016-06,Capital Expenditure,-2809
AAPL,2016-06,Net Cash Flow - Business Acquisitions and Disposals,-102
AAPL,2016-06,Net Cash Flow - Investment Acquisitions and Disposals,-1434
AAPL,2016-06,Investing Cash Flow,-4470
AAPL,2016-06,Issuance (Repayment) of Debt Securities ,4395
AAPL,2016-06,Issuance (Purchase) of Equity Shares,-10166
AAPL,2016-06,Payment of Dividends & Other Cash Distributions   ,-3187
AAPL,2016-06,Financing Cash Flow,-9441
AAPL,2016-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2016-06,Net Cash Flow / Change in Cash & Cash Equivalents,-3277
AAPL,2016-06,Free Cash Flow,7825
AAPL,2016-03,Depreciation & Amortization ,2477
AAPL,2016-03,Share Based Compensation,1048
AAPL,2016-03,Operating Cash Flow,11601
AAPL,2016-03,Capital Expenditure,-2336
AAPL,2016-03,Net Cash Flow - Business Acquisitions and Disposals,-317
AAPL,2016-03,Net Cash Flow - Investment Acquisitions and Disposals,-10983
AAPL,2016-03,Investing Cash Flow,-13660
AAPL,2016-03,Issuance (Repayment) of Debt Securities ,16321
AAPL,2016-03,Issuance (Purchase) of Equity Shares,-6421
AAPL,2016-03,Payment of Dividends & Other Cash Distributions   ,-2902
AAPL,2016-03,Financing Cash Flow,6884
AAPL,2016-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2016-03,Net Cash Flow / Change in Cash & Cash Equivalents,4825
AAPL,2016-03,Free Cash Flow,9265
AAPL,2015-12,Depreciation & Amortization ,2954
AAPL,2015-12,Share Based Compensation,1078
AAPL,2015-12,Operating Cash Flow,27463
AAPL,2015-12,Capital Expenditure,-3612
AAPL,2015-12,Net Cash Flow - Business Acquisitions and Disposals,-480
AAPL,2015-12,Net Cash Flow - Investment Acquisitions and Disposals,-16186
AAPL,2015-12,Investing Cash Flow,-20450
AAPL,2015-12,Issuance (Repayment) of Debt Securities ,-1240
AAPL,2015-12,Issuance (Purchase) of Equity Shares,-6862
AAPL,2015-12,Payment of Dividends & Other Cash Distributions   ,-2969
AAPL,2015-12,Financing Cash Flow,-11444
AAPL,2015-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2015-12,Net Cash Flow / Change in Cash & Cash Equivalents,-4431
AAPL,2015-12,Free Cash Flow,23851
AAPL,2015-09,Depreciation & Amortization ,3119
AAPL,2015-09,Share Based Compensation,915
AAPL,2015-09,Operating Cash Flow,13475
AAPL,2015-09,Capital Expenditure,-3618
AAPL,2015-09,Net Cash Flow - Business Acquisitions and Disposals,-153
AAPL,2015-09,Net Cash Flow - Investment Acquisitions and Disposals,2556
AAPL,2015-09,Investing Cash Flow,-1375
AAPL,2015-09,Issuance (Repayment) of Debt Securities ,9801
AAPL,2015-09,Issuance (Purchase) of Equity Shares,-13034
AAPL,2015-09,Payment of Dividends & Other Cash Distributions   ,-2964
AAPL,2015-09,Financing Cash Flow,-6299
AAPL,2015-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2015-09,Net Cash Flow / Change in Cash & Cash Equivalents,5801
AAPL,2015-09,Free Cash Flow,9857
AAPL,2015-06,Depreciation & Amortization ,3084
AAPL,2015-06,Share Based Compensation,856
AAPL,2015-06,Operating Cash Flow,14988
AAPL,2015-06,Capital Expenditure,-2043
AAPL,2015-06,Net Cash Flow - Business Acquisitions and Disposals,-161
AAPL,2015-06,Net Cash Flow - Investment Acquisitions and Disposals,-9245
AAPL,2015-06,Investing Cash Flow,-11403
AAPL,2015-06,Issuance (Repayment) of Debt Securities ,10680
AAPL,2015-06,Issuance (Purchase) of Equity Shares,-9985
AAPL,2015-06,Payment of Dividends & Other Cash Distributions   ,-3053
AAPL,2015-06,Financing Cash Flow,-2755
AAPL,2015-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2015-06,Net Cash Flow / Change in Cash & Cash Equivalents,830
AAPL,2015-06,Free Cash Flow,12945
AAPL,2015-03,Depreciation & Amortization ,2479
AAPL,2015-03,Share Based Compensation,927
AAPL,2015-03,Operating Cash Flow,19081
AAPL,2015-03,Capital Expenditure,-2369
AAPL,2015-03,Net Cash Flow - Business Acquisitions and Disposals,-199
AAPL,2015-03,Net Cash Flow - Investment Acquisitions and Disposals,-19786
AAPL,2015-03,Investing Cash Flow,-22331
AAPL,2015-03,Issuance (Repayment) of Debt Securities ,7748
AAPL,2015-03,Issuance (Purchase) of Equity Shares,-6741
AAPL,2015-03,Payment of Dividends & Other Cash Distributions   ,-2743
AAPL,2015-03,Financing Cash Flow,-1739
AAPL,2015-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2015-03,Net Cash Flow / Change in Cash & Cash Equivalents,-4989
AAPL,2015-03,Free Cash Flow,16712
AAPL,2014-12,Depreciation & Amortization ,2575
AAPL,2014-12,Share Based Compensation,888
AAPL,2014-12,Operating Cash Flow,33722
AAPL,2014-12,Capital Expenditure,-3217
AAPL,2014-12,Net Cash Flow - Business Acquisitions and Disposals,-71
AAPL,2014-12,Net Cash Flow - Investment Acquisitions and Disposals,-17942
